Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Collision Type,Circumstance_Category,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Person ID,Drivers License State,Vehicle ID,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Latitude,Longitude,Vehicle Model,hour,Crash_year,Crash_month,Crash_day,Crash_hour,Crash_day_name,Crash_date,Crash_week
580,MCP3050006X,250039485,Montgomery_County_Police,Property Damage Crash,2025-09-03 15:32:00,County_Route,BEL PRE RD,ETHAN ALLEN AVE,Angle Collision,Traffic Control Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,3169B98F-0FB8-4401-A4A5-5612B0E8B079,MD,1898B29D-C5BC-426A-A07D-0ADD37331E58,One O Clock,SportUtilityVehicle,MovingConstantSpeed,Westbound,35.0,No,No,2011,HYUNDAI,39.09318017,-77.07949533,Tucson_Hyundai,15,2025,9,3,15,Wednesday,2025-09-03,36
581,MCP33790028,250039909,Montgomery_County_Police,Property Damage Crash,2025-09-05 19:26:00,County_Route,BARNESVILLE RD,HIDDEN FOREST DR,Single Vehicle,Driver Inattention,Clear,Dry,Dusk,No Control,None Detected,E72C7C18-0D01-45D9-BABA-D61DBD2ABFBA,MD,0AEB5D3C-E315-491B-A273-4BC1862EE56B,One O Clock,PassengerCar,MovingConstantSpeed,Eastbound,40.0,No,No,2003,PORSCHE,39.22625787,-77.40290839,Cayenne_Porsche,19,2025,9,5,19,Friday,2025-09-05,36
584,DD56710017,250039947,Rockville_Police_Department,Property Damage Crash,2025-09-06 03:54:00,Municipality_Route,CHAPMAN AVE,E BEXHILL DR,Single Vehicle,Driver Inattention,Clear,Dry,Dark - Lighted,No Control,None Detected,35E4251E-73BB-49DB-A613-897BC4B9AD78,MD,6AA367B6-A9E5-47EA-8530-C6738705909C,One O Clock,PassengerCar,Accelerating,Northbound,25.0,No,No,2012,LEXUS,39.05923994,-77.11935743,RX_Lexus,3,2025,9,6,3,Saturday,2025-09-06,36
585,MCP3050006Y,250040539,Montgomery_County_Police,Property Damage Crash,2025-09-09 17:56:00,County_Route,HENDERSON AVE,CHESTERFIELD RD,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,None Detected,3BD6F0BD-7A43-46E9-A516-EEA58746F504,MD,D2F51F6B-C306-455D-82D3-0AD64496B2B9,Four O Clock,SportUtilityVehicle,Accelerating,Northbound,25.0,No,No,2020,FORD,39.0923955,-77.08282467,Explorer_Ford,17,2025,9,9,17,Tuesday,2025-09-09,37
587,MCP3396002C,250039891,Montgomery_County_Police,Property Damage Crash,2025-09-05 19:10:00,Maryland_State_Route,UNIVERSITY BLVD W,NEW HAMPSHIRE AVE,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,No Control,None Detected,CEE48C53-AD0B-4566-AB4B-20B82EED95BB,MD,AEB109D0-04F7-4D57-BB85-42ADEB8511E8,Seven O Clock,OtherTruck,MovingConstantSpeed,Eastbound,35.0,No,No,2008,HONDA,39.03625097,-77.02875131,Civic_Honda,19,2025,9,5,19,Friday,2025-09-05,36
588,MCP268900D1,250039125,Montgomery_County_Police,Property Damage Crash,2025-09-01 14:13:00,Maryland_State_Route,EISENHOWER MEMORIAL HWY,GERMANTOWN RD SPRING MEADOWS DR (NB/L),Head-On,Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,C3EECE61-7239-4A3E-A7D4-D6279A7D2BB2,MD,AD68343C-C62D-45CA-B2DD-C5FBCBB605E5,One O Clock,PassengerCar,MakingLeftTurn,Southbound,35.0,No,No,2014,HONDA,39.10982767,-77.30254283,Civic_Honda,14,2025,9,1,14,Monday,2025-09-01,36
589,MCP3378001P,250040211,Montgomery_County_Police,Injury Crash,2025-09-08 05:30:00,Maryland_State_Route,NEW HAMPSHIRE AVE,ASHTON RD,Angle Collision,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Flashing Traffic Signal,None Detected,3BCC0284-BEEF-44CE-9571-3F78C1522D33,MD,E88E9F72-C51F-4379-915F-BC0E367BBBF1,Twelve O Clock,PassengerCar,EnteringTrafficLane,South,30.0,No,No,2020,HONDA,39.14935926,-77.01237029,Civic_Honda,5,2025,9,8,5,Monday,2025-09-08,37
590,MCP15680028,250039480,Montgomery_County_Police,Property Damage Crash,2025-09-03 15:06:00,Maryland_State_Route,BEALLSVILLE RD,ENT TO LOCKHEED MARTIN,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,FBE0E551-D92E-4415-BB39-15D677546FBE,WV,A31D1BEE-0757-4E06-8313-23C755717196,Seven O Clock,PassengerCar,MovingConstantSpeed,Northbound,40.0,No,No,2018,SUBARU,39.17210621,-77.41438358,Forester_Subaru,15,2025,9,3,15,Wednesday,2025-09-03,36
591,MCP3426002H,250039526,Montgomery_County_Police,Injury Crash,2025-09-03 18:40:00,County_Route,UNIVERSITY BLVD E,ENT TO ROCKVILLE CHURCH OF THE NAZARENE,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,FC2E3C8A-9195-4433-BCCD-27A39A3927A4,MD,3A5273B7-1960-42A3-9F5C-5A9E30D8F4FC,VehicleNotAtScene,PassengerCar,Accelerating,Northbound,35.0,No,No,2025,JEEP,39.0169005,-77.160444,Wrangler_Jeep,18,2025,9,3,18,Wednesday,2025-09-03,36
593,MCP3232006X,250039308,Montgomery_County_Police,Property Damage Crash,2025-09-02 16:20:00,Maryland_State_Route,FREDERICK RD,CHRISTOPHER AVE (BACK),Other,Lane Violation,Clear,Dry,Daylight,No Control,None Detected,837E1F0C-7554-41A9-A18A-73F3645E084F,MD,7936053B-DB7D-409A-AAF4-7CBF1D598C23,Eleven O Clock,PassengerCar,MovingConstantSpeed,Westbound,35.0,No,No,2023,KIA,39.22557247,-77.06649679,Soul_Kia,16,2025,9,2,16,Tuesday,2025-09-02,36
594,MCP2203009Q,250039396,Montgomery_County_Police,Property Damage Crash,2025-09-03 07:25:00,County_Route,LIVINGSTON ST,RESEARCH BLVD,Single Vehicle,Passing / Turning,Clear,Dry,Daylight,No Control,None Detected,5DD752A8-1C34-4ED1-A10B-B3E359FBBB17,MD,5AACCCB1-5A0B-4CC0-B040-DB6F8CE22670,Five O Clock,SchoolBus,MakingRightTurn,Eastbound,25.0,No,No,2015,LEXUS,39.05821663,-77.05544591,RX 350_Lexus,7,2025,9,3,7,Wednesday,2025-09-03,36
596,MCP2683007D,240039504,Montgomery_County_Police,Property Damage Crash,2025-09-03 16:48:00,Spur_Route,NEW HAMPSHIRE AVE,STRUC #15063 ROCK CREEK,Rear-End (Same Direction),Right-of-Way Violation,Clear,Dry,Daylight,Yield Sign,None Detected,5BE5AAB4-FA9B-41F6-A97A-D5590FC307EB,DE,69C4414F-E4F3-4391-9692-25B172938BF6,Six O Clock,PassengerCar,MakingRightTurn,Northbound,35.0,No,No,2018,FORD,39.07449965,-77.13540176,F-150_Ford,16,2025,9,3,16,Wednesday,2025-09-03,36
598,MCP3426002H,250039526,Montgomery_County_Police,Injury Crash,2025-09-03 18:40:00,County_Route,FDA BOULEVARD,W WATKINS MILL RD,Rear-End (Same Direction),Speed Related,Clear,Dry,Daylight,No Control,None Detected,214E91BD-FCD6-4031-B03C-A57598651A17,MD,3F64E1A2-0585-496A-B6F0-595252E37BFF,Six O Clock,PassengerCar,MovingConstantSpeed,Northbound,35.0,No,No,2023,BMW,39.0169005,-77.160444,3 Series_BMW,18,2025,9,3,18,Wednesday,2025-09-03,36
599,DD5674001V,250039641,Rockville_Police_Department,Property Damage Crash,2025-09-04 13:20:00,Municipality_Route,MANNAKEE ST,S CAMPUS DR,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,Alcohol Contributed,27B3516B-A21A-4897-9B10-B4FA43ABEE70,MD,1D4F9551-6D27-4377-935F-F260C62A7D16,Twelve O Clock,PassengerCar,MovingConstantSpeed,Eastbound,15.0,No,No,2013,VOLKSWAGEN,39.09604677,-77.15701919,Jetta_Volkswagen,13,2025,9,4,13,Thursday,2025-09-04,36
604,MCP3190006S,250039868,Montgomery_County_Police,Property Damage Crash,2025-09-05 16:23:00,Maryland_State_Route,GERMANTOWN RD,CROSSOVER,Rear-End (Same Direction),Backing Error,Clear,Dry,Daylight,Traffic Signal,None Detected,B8466027-7943-4CBF-A335-64D786FB1A11,MD,E1FB69E7-7321-42BF-8EBF-0A561498152F,Five O Clock,PassengerCar,Backing,Not On Roadway,2.5,No,No,2024,TESLA,39.09510398,-77.11078209,Model 3_Tesla,16,2025,9,5,16,Friday,2025-09-05,36
605,MCP33410059,250039592,Montgomery_County_Police,Property Damage Crash,2025-09-04 09:20:00,County_Route,GREENLY ST,NORTHAMPTON DR,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,02492C01-B81C-40D2-ADD4-85A40C4D8D94,MD,F1230CB5-2F3C-4B5C-BDA3-E1636AB5217F,Three O Clock,PassengerCar,MakingUTurn,Westbound,25.0,No,No,1994,TOYOTA,39.06122917,-77.07429167,Camry_Toyota,9,2025,9,4,9,Thursday,2025-09-04,36
606,MCP2356004T,250039639,Montgomery_County_Police,Property Damage Crash,2025-09-04 12:58:00,County_Route,MONTROSE RD,EAST AVE,Angle Collision,Lane Violation,Clear,Dry,Daylight,No Control,None Detected,EDB571B2-9BEC-4411-9368-C6CD569995ED,MD,4AA17D2C-31B8-4A54-92CC-B5680BDA8CBC,Twelve O Clock,PassengerCar,MovingConstantSpeed,Northbound,35.0,No,No,2019,CHEVROLET,39.09949722,-77.21213867,Tahoe_Chevrolet,12,2025,9,4,12,Thursday,2025-09-04,36
607,MCP285900JM,250039749,Montgomery_County_Police,Property Damage Crash,2025-09-05 06:50:00,Maryland_State_Route,FREDERICK RD (SB/L),GAME PRESERVE RD,Angle Collision,Right-of-Way Violation,Cloudy,Dry,Daylight,No Control,None Detected,AAEA4AA7-DFE3-42EC-9526-3BC7B8DC89A2,MD,74B3CEEB-5F63-40C7-B51C-83CBF5BD079C,Five O Clock,PassengerCar,MakingUTurn,Northbound,40.0,No,No,2009,NISSAN,39.1648189,-77.22746769,Versa_Nissan,6,2025,9,5,6,Friday,2025-09-05,36
611,MCP3304001Z,250039528,Montgomery_County_Police,Property Damage Crash,2025-09-03 18:32:00,Maryland_State_Route,OLD GEORGETOWN RD,RAMP 4 FR MD 97 NB TO IS 495 EB,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,Traffic Signal,None Detected,FDDE01DE-B6F4-427E-9E48-40AD12375A2A,MD,76D2086C-0098-4FFB-905B-B01AB18B5E43,Twelve O Clock,SportUtilityVehicle,Accelerating,Northbound,35.0,No,No,2012,HONDA,38.99990117,-77.10948717,CR-V_Honda,18,2025,9,3,18,Wednesday,2025-09-03,36
613,MCP30530097,250039545,Montgomery_County_Police,Injury Crash,2025-09-03 20:43:00,Maryland_State_Route,RANDOLPH RD,NORBECK RD,Single Vehicle,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,DBE869DA-1EC0-4B6F-A67A-A2534CFDA25E,MD,4B031F09-9571-4FC1-98EE-F27F5CC15EB2,Twelve O Clock,PassengerCar,MakingRightTurn,Not On Roadway,2.5,No,No,2017,FORD,39.05584913,-77.04983793,Transit_Ford,20,2025,9,3,20,Wednesday,2025-09-03,36
614,MCP2730005F,250039205,Montgomery_County_Police,Property Damage Crash,2025-09-02 08:00:00,County_Route,WISTERIA DR,BEALL AVE #2,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,School Zone Sign,None Detected,9888F238-906C-451D-A130-DB3DE0CEC69A,MD,07761AE0-7D62-4CFF-89E8-02EDE9EC0B2E,Eleven O Clock,Van - Passenger (&lt;9 Seats),MakingUTurn,Eastbound,25.0,No,No,2005,HONDA,39.18034799,-77.28360102,Odyssey_Honda,8,2025,9,2,8,Tuesday,2025-09-02,36
615,MCP25520085,250121790,Montgomery_County_Police,Injury Crash,2025-09-09 13:10:00,County_Route,QUINCE ORCHARD RD,GAYNOR RD PARKLAND DR PARKLAND DR (NB/L),Single Vehicle,Lane Violation,Clear,Dry,Daylight,No Control,None Detected,88463EA5-28C4-4789-B959-D05C3B2F07D1,MD,C0871B60-4630-4016-9D60-2AE2D434D343,One O Clock,PassengerCar,Passing,Westbound,30.0,No,No,2015,LEXUS,39.09149124,-77.24870112,ES_Lexus,13,2025,9,9,13,Tuesday,2025-09-09,37
617,MCP33720042,250039330,Montgomery_County_Police,Property Damage Crash,2025-09-02 17:49:00,Maryland_State_Route,MUNCASTER MILL RD,SPRING ST,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,A0D22F44-E551-442F-BEF0-E3B9B7C3BAD4,MD,BC4B1B38-C651-49BE-A3CC-F641942330CD,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,35.0,No,No,2015,VOLKSWAGEN,39.11297317,-77.09049717,Passat_Volkswagen,17,2025,9,2,17,Tuesday,2025-09-02,36
618,MCP3050006Y,250040539,Montgomery_County_Police,Property Damage Crash,2025-09-09 17:56:00,County_Route,GOSHEN RD,CHESTERFIELD RD,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,190DD59B-FDCF-4B0D-B20C-BC115D72892A,MD,A4DAB806-2A54-4495-8495-867ABDA28BBE,One O Clock,PassengerCar,MovingConstantSpeed,Westbound,25.0,No,No,2023,HONDA,39.0923955,-77.08282467,Civic_Honda,17,2025,9,9,17,Tuesday,2025-09-09,37
619,MCP2107006T,250040212,Montgomery_County_Police,Property Damage Crash,2025-09-08 06:16:00,Maryland_State_Route,GERMANTOWN RD (SB/L),COLESVILLE RD,Single Vehicle,Lane Violation,Clear,Dry,Dawn,No Control,None Detected,860E2EEE-3D0D-4BED-B675-53E2E7DF3F49,MD,B783F600-A96E-48AE-9D9C-D5516D488EC9,Twelve O Clock,PassengerCar,MovingConstantSpeed,Westbound,40.0,No,No,2014,HONDA,39.18341472,-77.25684405,Civic_Honda,6,2025,9,8,6,Monday,2025-09-08,37
620,DD5644004B,250040405,Rockville_Police_Department,Injury Crash,2025-09-09 08:27:00,Municipality_Route,REDLAND BLVD,RAMP 9 FR RAMP 1 TO REDLAND BLVD,Angle Collision,Traffic Control Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,A0FA4C39-C501-4ECF-95B9-FE99C3A5DC43,DC,8194896E-9B72-409E-89C1-72F52592CD36,Twelve O Clock,PassengerCar,MovingConstantSpeed,Northbound,40.0,No,No,2012,NISSAN,39.1156296,-77.16620379,Sentra_Nissan,8,2025,9,9,8,Tuesday,2025-09-09,37
621,MCP22390036,250039796,Montgomery_County_Police,Property Damage Crash,2025-09-05 11:10:00,Maryland_State_Route,POPLAR AVE,OLD COLUMBIA PIKE,Other,Weather Related,Clear,Dry,Daylight,Warning Sign,None Detected,D7FB2385-9D0B-4B87-8E05-274DD437BE30,MD,D97A5EEE-97C7-4E31-B118-61E3DCCA3BC3,Twelve O Clock,SportUtilityVehicle,SlowingOrStopping,Unknown,2.5,No,No,2017,ACURA,39.08033025,-77.21638056,RDX_Acura,11,2025,9,5,11,Friday,2025-09-05,36
623,HA2287000Y,25001928,Takoma_Park_Police_Department,Property Damage Crash,2025-09-06 12:21:00,Maryland_State_Route,MEADOW HALL DR,GEORGIA AVE,Sideswipe (Same Direction),Driver Inattention,Clear,Wet,Daylight,Traffic Signal,None Detected,6F213673-CCD9-467E-81FE-9C66247C4162,MD,04AAF671-8404-40C4-9859-8C95D14DE44E,VehicleNotAtScene,PassengerCar,Accelerating,Unknown,2.5,No,No,2008,TOYOTA,39.17664518,-77.23432581,Camry_Toyota,12,2025,9,6,12,Saturday,2025-09-06,36
624,MCP2356004R,250039474,Montgomery_County_Police,Property Damage Crash,2025-09-03 14:51:00,Maryland_State_Route,FREDERICK RD,BEALL AVE #2,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,No Control,None Detected,F95C4EA8-53A0-4EDE-8AEC-C2162E6DB4FF,MD,191C557D-6355-49D1-88B3-B5B7A3B85D9D,Twelve O Clock,OtherTruck,MovingConstantSpeed,Northbound,40.0,No,No,2023,NISSAN,39.10925113,-77.15988991,Altima_Nissan,14,2025,9,3,14,Wednesday,2025-09-03,36
626,MCP3380003L,250040096,Montgomery_County_Police,Property Damage Crash,2025-09-07 07:31:00,Maryland_State_Route,UNIVERSITY BLVD W,GOODHILL RD,Single Vehicle,Speed Related,Rain,Wet,Daylight,No Control,None Detected,1A992D67-96B9-4BE8-9537-C624A59D17E7,MD,7539921E-0E93-4DC1-A187-A19FB31203E1,Eleven O Clock,PassengerCar,MovingConstantSpeed,Eastbound,35.0,No,No,2020,TOYOTA,39.03456717,-77.02464417,RAV4_Toyota,7,2025,9,7,7,Sunday,2025-09-07,36
627,MCP263900HG,250039599,Montgomery_County_Police,Property Damage Crash,2025-09-04 09:48:00,County_Route,N SUMMIT AVE,PINETREE RD,Sideswipe (Opposite Direction),Right-of-Way Violation,Clear,Wet,Daylight,Stop Sign,None Detected,573E1DEB-DB8C-43AF-8DFC-3590B7D1F662,MD,90173863-8723-42E5-8C91-2ED129F86E6D,One O Clock,PassengerCar,MakingLeftTurn,Not On Roadway,2.5,No,No,2005,LEXUS,39.153548,-77.05566751,ES_Lexus,9,2025,9,4,9,Thursday,2025-09-04,36
628,MCP2664006V,250040397,Montgomery_County_Police,Property Damage Crash,2025-09-09 07:20:00,County_Route,PARK VISTA DR,OLD COLUMBIA PIKE,Single Vehicle,Passing / Turning,Clear,Dry,Daylight,No Control,None Detected,676783DA-4E62-4C5F-A51A-51D8AD48E61B,MD,41B3A9BA-BE93-4ED3-BC2C-EC1D6073F9A2,Two O Clock,PassengerCar,MakingLeftTurn,Westbound,25.0,No,No,2014,FORD,39.1015885,-77.04111667,Focus_Ford,7,2025,9,9,7,Tuesday,2025-09-09,37
629,DD5663002F,250040313,Rockville_Police_Department,Property Damage Crash,2025-09-08 16:00:00,Maryland_State_Route,FALLS RD,DILSTON RD,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,0EE569A0-6BB2-4EB8-90B6-14077DD8FF71,PA,18FB0E7A-3D17-4C9F-8D8B-DD4F5535EDAA,Twelve O Clock,PassengerCar,MovingConstantSpeed,Eastbound,35.0,No,No,2017,NISSAN,39.07061178,-77.16848908,Altima_Nissan,16,2025,9,8,16,Monday,2025-09-08,37
630,MCP33790026,250039342,Montgomery_County_Police,Property Damage Crash,2025-09-02 17:55:00,County_Route,WISTERIA DR,FATHER HURLEY BLVD (NB/L),Angle Collision,Passing / Turning,Clear,Dry,Daylight,Traffic Signal,None Detected,09129AA0-33B3-4E3F-8C40-E0A654003EB8,MD,9C6AE93B-9A2A-47F4-B01D-5BE5EF08C61B,Ten O Clock,PassengerCar,MakingRightTurn,Eastbound,30.0,No,No,2015,HONDA,39.18129926,-77.27606899,CR-V_Honda,17,2025,9,2,17,Tuesday,2025-09-02,36
632,EJ786600GC,250039539,Gaithersburg_Police_Department,Injury Crash,2025-09-03 19:20:00,Municipality_Route,PERRY PKWY (SB/L),W DIAMOND AVE (WB/L),Sideswipe (Same Direction),Lane Violation,Clear,Dry,Dusk,Traffic Signal,None Detected,9FBA24DF-C1A6-4488-9BAE-E6E639BAF627,VA,E57E224C-C4BB-49BE-B7CA-762215B297C8,One O Clock,SportUtilityVehicle,ChangingLanes,Westbound,35.0,No,No,2019,BMW,39.1406385,-77.20972883,X3_BMW,19,2025,9,3,19,Wednesday,2025-09-03,36
633,EJ78990024,250039707,Gaithersburg_Police_Department,Property Damage Crash,2025-09-04 18:59:00,Maryland_State_Route,W DIAMOND AVE,MEEM AVE WATER ST,Head-On,Weather Related,Clear,Wet,Dusk,No Control,None Detected,4EE66373-78B8-4782-8C54-14E7C04610CA,MD,FC3D4EA3-0C7B-424F-B293-3DBBD590E910,Eleven O Clock,PassengerCar,MovingConstantSpeed,North,25.0,No,No,2000,HONDA,39.14078683,-77.20194933,Civic_Honda,18,2025,9,4,18,Thursday,2025-09-04,36
634,EJ78880082,250039893,Gaithersburg_Police_Department,Property Damage Crash,2025-09-05 19:10:00,Maryland_State_Route,ARMISTEAD RD,STONEGATE DR STONEGATE DR (EB/L),Single Vehicle,Weather Related,Clear,Dry,Dusk,No Control,None Detected,13A5DEB7-D66A-4EC7-8C83-23875186B530,MD,87F06440-BF0C-451B-8759-2ACC56151D54,Twelve O Clock,PassengerCar,Accelerating,Unknown,2.5,No,No,2015,HONDA,39.14438452,-77.20371224,Crosstour_Honda,19,2025,9,5,19,Friday,2025-09-05,36
635,MCP9366001T,250039582,Montgomery_County_Police,Property Damage Crash,2025-09-04 05:40:00,Ramp_Route,RAMP 5 FR MD 97 SB TO RP 4 (TO MD200 EB),OXBRIDGE DR,Sideswipe (Opposite Direction),Traffic Control Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,4290F578-5F4F-4003-81F0-C1E61E986139,MD,A1C7ED34-953E-4686-8F10-F328CC6760F6,One O Clock,PassengerCar,MovingConstantSpeed,Northbound,50.0,No,No,2012,BMW,39.11525771,-77.07508598,5 Series_BMW,5,2025,9,4,5,Thursday,2025-09-04,36
